run_label,config_name,checkpoint_step,checkpoint_label,env_name,task_one_hot_idx,eval_seed,success_rate,avg_return,std_return,avg_steps,std_steps,avg_first_success_step,episodes,goals
pickplace_push,config_1,4400000,4400000,push-v3,1,67,1.0,133.66004169971396,38.26361391565273,38.34,5.464579824017691,38.34,50,50
pickplace_push,config_1,4450000,4450000,pick-place-v3,0,67,0.98,58.40896161159353,21.578852041938724,52.84,64.86417834716678,43.714285714285715,50,50
pickplace_push,config_1,4450000,4450000,push-v3,1,67,0.92,472.7584340399082,972.5376564227836,88.06,134.5417634879556,52.23913043478261,50,50
pickplace_push,config_1,4500000,4500000,pick-place-v3,0,67,0.98,59.436449050482864,21.711313563541122,52.4,64.86375045007017,43.265306122448976,50,50
pickplace_push,config_1,4500000,4500000,push-v3,1,67,0.94,355.2581504587377,893.3518442685878,66.36,110.79540991008092,38.680851063829785,50,50
pickplace_push,config_1,4550000,4550000,pick-place-v3,0,67,1.0,58.51022602041634,20.96024168201385,42.88,6.13334812183961,42.88,50,50
pickplace_push,config_1,4550000,4550000,push-v3,1,67,1.0,183.50762260062066,356.35128231880384,44.28,44.35618356450613,44.28,50,50
pickplace_push,config_1,4600000,4600000,pick-place-v3,0,67,1.0,56.39910332498983,21.214978486129613,42.48,6.058355673727629,42.48,50,50
pickplace_push,config_1,4600000,4600000,push-v3,1,67,1.0,230.20820180071792,423.59919037129083,50.58,53.88767228680227,50.58,50,50
pickplace_push,config_1,4650000,4650000,pick-place-v3,0,67,1.0,56.76717236328884,21.817932279799116,42.18,6.278209805935682,42.18,50,50
pickplace_push,config_1,4650000,4650000,push-v3,1,67,1.0,131.5413784001467,35.26185954561248,38.34,5.691418531259074,38.34,50,50
pickplace_push,config_1,4700000,4700000,pick-place-v3,0,67,1.0,59.20061865984364,20.095720149960105,42.0,6.253162465211226,42.0,50,50
pickplace_push,config_1,4700000,4700000,push-v3,1,67,1.0,183.393759732167,363.73675852265205,44.6,48.33345062148566,44.6,50,50
pickplace_push,config_1,4750000,4750000,pick-place-v3,0,67,1.0,59.295305878189986,20.216998917083885,42.6,6.458659745975609,42.6,50,50
pickplace_push,config_1,4750000,4750000,push-v3,1,67,1.0,141.56716828076955,50.097762215655095,39.4,9.055385138137419,39.4,50,50
pickplace_push,config_1,4800000,4800000,pick-place-v3,0,67,1.0,59.05496614488704,20.243288782540745,42.64,6.4103233068199605,42.64,50,50
pickplace_push,config_1,4800000,4800000,push-v3,1,67,1.0,146.79814195923328,85.40169230802697,39.86,13.054063406792977,39.86,50,50
